HRV_SDNN,HRV_RMSSD,HRV_pNN50,HRV_MeanNN,species,target_hr,SDNN,RMSSD,pNN50,mean_hr,std_hr,VLF,LF,HF,LF_HF,SD1,SD2,sample_entropy,approximate_entropy,alpha1,alpha2
9.172450762208278,7.337960609766623,15.0,544.6677060057592,dog,110.15890852057525,9.172450762208278,7.337960609766623,15.0,39.600411053274,38.475957021535955,40.31296288763764,57.65421951607728,36.29526436567441,55.70914473318031,51.369933002282764,53.91425858161287,75.70659362603152,45.09822988990884,63.29242740069036,42.889915991534714
48.291062763584115,38.632850210867296,15.0,671.3664431441916,dog,89.36997166406424,48.291062763584115,38.632850210867296,15.0,46.785610719616095,68.12807306061278,57.26649660539694,38.411127988530595,40.541312591551474,20.97854944689269,53.78333166439273,42.600425627424734,40.27092708229186,53.63260084394662,62.83878225315161,54.653931893906744
44.113929988049954,35.29114399043996,15.0,682.949368291622,dog,87.85424335348351,44.113929988049954,35.29114399043996,15.0,48.34837835932177,49.17991670517664,61.31402257715337,51.54514858130834,40.80668316630727,50.7634657519634,49.22960200592193,50.12666460346076,50.73005013871207,41.35738945809729,69.49326145558888,56.80125368789735
70.8080319500825,56.646425560066,15.0,466.29970982150564,dog,128.67260848814882,70.8080319500825,56.646425560066,15.0,37.10810431295688,47.77619214740715,55.86467842030015,51.781589054669,74.327542611187,37.52891232381357,43.12240684123206,28.404164281625874,48.530961214589475,40.4601026947979,36.83642013342805,50.1411734731735
59.53108939055988,47.6248715124479,15.0,561.9835663698358,dog,106.76468777828033,59.53108939055988,47.6248715124479,15.0,65.2007754282633,59.81155438905057,41.57181259349089,41.471837391132894,54.41709085752978,46.59909202985331,47.44514123057661,37.31364267587286,45.572672341781434,53.3414211462721,52.07607976326839,44.07411471615826
53.262057850285885,42.60964628022871,15.0,673.6721866370788,dog,89.06408961236104,53.262057850285885,42.60964628022871,15.0,33.61352312389026,45.086402634528405,35.96772125216347,25.688920600900683,41.15926824409313,65.23628858122784,39.03835556937977,47.558234971185406,50.21726179378471,34.441485824894656,55.99652817141231,36.10916228763208
62.47811624405796,49.98249299524637,15.0,454.4291313505706,dog,132.03378890274718,62.47811624405796,49.98249299524637,15.0,55.978995416452136,28.42291068729084,48.309936556950944,39.24227247752283,46.05562546282256,53.420901182946274,54.975975479727616,37.29481740272857,60.82736351177964,43.593001596845134,57.32536149509029,52.29754836700258
37.72165812093869,30.177326496750954,15.0,469.4370985799639,dog,127.81265089934003,37.72165812093869,30.177326496750954,15.0,56.200099185827966,43.85137817810884,55.06040724565874,51.04970616487573,45.31808364856521,38.93668565867303,55.10870553464216,33.979669786447985,55.26952940909081,55.21777249510559,56.577407958787056,41.366298361328354
43.969634952525176,35.17570796202014,15.0,596.0911793817647,dog,100.65574206655587,43.969634952525176,35.17570796202014,15.0,38.30291671797613,40.40402229400893,51.15937199374411,46.78044611110375,39.46649676811697,46.24723193683766,45.11077136960984,55.92150673760367,69.16295962101879,43.60068311558534,51.049353804141546,38.136536617783676
61.782708178139075,49.42616654251126,15.0,627.4717783879645,dog,95.62183044175435,61.782708178139075,49.42616654251126,15.0,46.13508607937339,37.11019671920378,57.82738589552122,48.7994820067852,60.44643670888592,46.48559015423826,44.615489593447165,42.953001328673125,62.3885484335606,55.20138619078832,58.07486753517333,53.532254468919
59.20720126251135,47.36576101000908,15.0,406.4469400401296,dog,147.6207447744004,59.20720126251135,47.36576101000908,15.0,42.539507189967246,66.83247317620977,45.08691870294812,48.31314135473002,53.73318399278145,52.78821151323007,48.62884583672858,41.703686351390715,48.71114753531987,51.32451879781116,42.62447366022937,55.72821438447575
68.29826175794658,54.63860940635726,15.0,892.3139881098868,dog,67.24090488270045,68.29826175794658,54.63860940635726,15.0,55.83676144454157,46.6821166934508,58.990564487882324,49.30279924228245,55.456188970601204,42.21945472936446,46.23014697701957,61.84086762710939,59.496084996155176,61.05566191984874,35.4216699679008,49.91211370417747
67.92336877979298,54.33869502383439,15.0,565.592700456255,dog,106.08340587068913,67.92336877979298,54.33869502383439,15.0,58.52499774302984,48.15939487372736,43.20018166466888,34.27352151417379,56.33049977176215,36.28515971164283,44.06941086302528,67.31514107055636,39.75904530422689,83.04106594527484,57.69638085293145,46.90619348302996
45.913591821128065,36.73087345690245,15.0,702.7913756486097,dog,85.37384219410163,45.913591821128065,36.73087345690245,15.0,58.97850195611977,33.69559826554174,58.761527570895964,51.61684672284824,76.39625918542698,60.60429879556869,61.3960096634808,47.194374388331,58.78938859612373,56.79553097459139,59.80531359660012,37.91185322744383
43.943342087931875,35.1546736703455,15.0,689.9219612741723,dog,86.96635759961877,43.943342087931875,35.1546736703455,15.0,53.9010717121811,39.554889538759845,42.411235365200476,31.830680126445216,51.089198362937736,62.06784270346337,57.226618273442796,64.29384936859168,46.97652490162349,41.009569643796034,40.96339850776388,48.99049706170683
30.64680728170959,24.517445825367673,15.0,584.2119809497501,dog,102.7024469824435,30.64680728170959,24.517445825367673,15.0,61.79693932427753,54.662134514617655,45.31767921087377,47.181875041867315,41.39504992042169,43.56533972699167,46.27563173111196,38.267469407575575,51.62276014926869,74.94130089057566,52.26229791697499,38.862094071187315
42.546014753954466,34.03681180316357,15.0,644.3630729194737,dog,93.11520557525527,42.546014753954466,34.03681180316357,15.0,32.80133148598267,55.676394064681034,55.34002030360632,43.4356737875073,39.43767536892005,53.942034888842834,55.91838764571151,37.103676761498676,59.88258012697211,50.25107971828734,60.62738731204855,56.78289200984206
31.786001898952673,25.42880151916214,15.0,740.33441551292,dog,81.04445604954171,31.786001898952673,25.42880151916214,15.0,55.540520313972216,39.61582602447362,49.08115757046381,50.950481364300906,51.00196299259583,47.86882684517153,56.074324112257045,62.54421221607767,48.0045962452841,51.09882294233101,46.53719108208984,38.14854171525912
102.9488461326668,82.35907690613345,15.0,474.6697041509687,dog,126.40368550025893,102.9488461326668,82.35907690613345,15.0,41.34232560224321,57.62741774916668,47.93358756413791,46.46426925969637,57.04922321924728,66.158804622738,35.863523958636044,65.71323538348267,39.9473767612887,39.184850033699135,59.54932685948343,26.11184902711277
62.31376923455585,49.85101538764468,15.0,458.546027910111,dog,130.8483692977531,62.31376923455585,49.85101538764468,15.0,50.89215728071808,53.888088429924686,56.675866681776704,38.57908750543707,38.76577365834454,71.53912937908908,41.37218281908837,48.070805548033746,65.40586335705639,35.97565965755281,60.385325311442905,53.224372229880025
56.849750478481944,45.479800382785555,15.0,481.10749263643066,dog,124.71225436794757,56.849750478481944,45.479800382785555,15.0,64.59146730317403,40.259791459876,39.66707768087883,38.90277345325055,54.60456903935548,45.47592815366907,46.017292515321984,61.20497985129342,42.33721214439511,55.50900593357149,49.47656041762781,53.12403302487333
41.35433449060011,33.08346759248009,15.0,713.8966307873609,dog,84.04578115717626,41.35433449060011,33.08346759248009,15.0,57.06497298694869,55.17648615611692,56.097515270814995,54.68795748361256,48.11835767396651,42.727206756559,49.836898875422285,51.97087446430063,25.80791171063194,36.615794160955886,56.06220079831487,53.47680634654885
40.58929996787334,32.47143997429867,15.0,588.838673301965,dog,101.89548125897488,40.58929996787334,32.47143997429867,15.0,57.3708584909269,38.626099428014584,75.4898857441603,37.421072448996775,45.74069901470448,56.82032971902777,53.083686577669354,43.27521148279276,46.50264869690977,44.23245682040907,49.833377451642875,38.65650780466763
43.21590159843694,34.572721278749555,15.0,536.0312756619413,dog,111.93376715921364,43.21590159843694,34.572721278749555,15.0,61.01774094803227,43.630273535102475,36.89641517750657,57.369994087013225,42.419285753362985,54.27172707659518,32.45613327434002,40.22899936278131,40.992987018935295,56.995810811988996,62.64627813399604,59.27446422295557
27.5134326391836,22.01074611134688,15.0,586.1883804517956,dog,102.35617422807994,27.5134326391836,22.01074611134688,15.0,71.97959398629622,29.472508489062164,39.756730430727956,62.59839695363155,48.83807725927088,48.21402664312102,46.041506659600266,44.74357502201848,33.637892733554,27.29337644973902,41.62058310698601,47.71659355769986
39.31665986887951,31.453327895103612,15.0,599.0495107760157,dog,100.15866622155372,39.31665986887951,31.453327895103612,15.0,35.811868571142085,55.90619540564859,46.69360601054854,48.22823779285632,51.294554706635665,39.830600205478405,66.1218287836379,39.66308465177987,38.65961182504808,46.13977943816831,67.88380363444209,44.27804410464299
45.15528152411044,36.124225219288356,15.0,1200.0,dog,50.0,45.15528152411044,36.124225219288356,15.0,50.88547987551736,47.525104513131915,40.700328168392595,45.41139680535049,43.21941517364634,40.3501770497187,48.141008096103896,33.18453749501913,50.46607073659298,59.8584559502395,50.55490082585645,41.59576291421565
73.03895451495976,58.431163611967804,15.0,736.9502224635338,dog,81.4166251275797,73.03895451495976,58.431163611967804,15.0,54.40555392224705,58.61448467138779,38.856887590141625,61.03726131193891,46.009772002525914,56.845610924577144,38.24561202264478,35.676510470632095,48.841770591065895,53.31577719113592,62.0183260303901,53.471900624787054
58.99068013707429,47.19254410965944,15.0,587.749929108444,dog,102.08423179397708,58.99068013707429,47.19254410965944,15.0,53.53680276119023,54.22478009125793,27.954684253689713,59.34163119824187,42.78761852915426,55.56772564589785,39.70765154829253,28.778055043241775,54.66678083254126,56.15708118741694,68.39401382981443,50.32388115726092
39.577870938943946,31.662296751155157,15.0,638.6970699719894,dog,93.9412482393748,39.577870938943946,31.662296751155157,15.0,68.82254709417997,44.33709640219766,66.76190979976772,57.16576330559374,55.83472138921715,68.38299837278156,46.283460406954,39.8594819179754,44.99210806141245,54.32111684876877,45.718936818601975,50.75847431766513
50.65270778071592,40.52216622457274,15.0,532.8232832502845,dog,112.60769167967467,50.65270778071592,40.52216622457274,15.0,38.1369854423158,35.897497845184986,43.201390427477115,62.67987375219542,48.33594820170705,71.69567542510458,44.21392469808731,30.279368887708692,49.02572660787672,64.53961392957305,58.31536294324393,63.79825260629207
57.36929668389298,45.89543734711439,15.0,722.3627231973245,dog,83.06076445144869,57.36929668389298,45.89543734711439,15.0,25.76141143672663,62.591450639384064,58.507612145954596,37.80546709479934,48.29693287854277,57.682676683234135,56.28306941538018,60.62338208881173,54.25924753241339,45.52373734706231,42.82434833602314,53.58808260072932
67.62447812387038,54.0995824990963,15.0,537.8756365525616,dog,111.54994932390242,67.62447812387038,54.0995824990963,15.0,53.60770899682514,52.571058524827414,46.01424540721626,42.02528645181002,36.62507790019565,52.426240372867525,65.64766429835407,48.49883520264522,47.05204309620022,39.72525341191459,50.63788620179121,49.02044550503866
46.18281464056869,36.94625171245495,15.0,526.8947744534972,dog,113.87472965969884,46.18281464056869,36.94625171245495,15.0,64.85459215419262,52.17959203084502,45.11432418065152,61.70736430776817,72.8423643102275,45.446405145851585,36.95541631005074,42.537635502754966,51.46073563521749,55.46600062198759,41.81202224238662,43.870275094641286
71.03961958854646,56.83169567083717,15.0,624.1444414716129,dog,96.13159392805214,71.03961958854646,56.83169567083717,15.0,64.60761500047646,48.70593434423382,54.12522629209713,57.59903846564733,55.395234630126716,51.79174151898,43.66312084734306,34.25576126791623,52.96828539844111,52.794326158009945,62.79528908996056,47.30249949179948
97.15117183849263,77.72093747079411,15.0,566.9118138133268,dog,105.83656670763408,97.15117183849263,77.72093747079411,15.0,47.41337234835864,49.87316677545097,62.631127579831514,46.79571363795405,48.85809528498813,53.73628440236156,55.632631488242055,54.73929470087118,61.58021380249023,51.72521669394958,49.67997662861105,32.55110363555883
45.78014233170448,36.62411386536359,15.0,519.6329714086503,dog,115.46611416390424,45.78014233170448,36.62411386536359,15.0,43.91366844954722,54.5862474435911,45.465898665220344,59.56313819565246,46.42548910369168,55.41210947009709,46.54221181874592,47.521692906419766,36.823316108399204,60.570890369884744,55.4819416632842,49.602470278298334
42.85239190639631,34.281913525117055,15.0,628.3166660819063,dog,95.49324924667604,42.85239190639631,34.281913525117055,15.0,38.3159347079614,54.76052548203257,47.682710113064644,38.4123484859921,55.3200412168641,31.1623000076969,46.41456823043655,43.38078469148795,51.89766509007466,30.391444926498018,45.570897620522715,47.42769483983277
47.7783205811903,38.222656464952244,15.0,711.1166477446848,dog,84.37434307056478,47.7783205811903,38.222656464952244,15.0,64.22294962144869,47.61491222479102,53.31653976723341,51.91003631319468,56.12467844629686,45.79063846743843,45.4948373464989,46.97648351435315,44.515134752438186,57.868415053902574,61.31378278126378,61.81073580017728
56.240220809443095,44.99217664755448,15.0,535.7491945694661,dog,111.99270219755843,56.240220809443095,44.99217664755448,15.0,43.515690527246505,44.88682961417908,55.49060745849744,42.645487632180206,32.362153299458626,48.089249846093495,48.71701008642508,44.98996666318122,56.982176865605,51.94265268229981,62.04198260994376,51.77875251668116
44.181996394457485,35.34559711556599,15.0,643.389621137532,dog,93.25608935673878,44.181996394457485,35.34559711556599,15.0,37.08589945209793,63.454713306261326,59.52240895355183,31.162942505429005,46.59448150959928,58.80671911230802,35.215757160936676,62.9825587659918,50.99827354124183,35.43146859733948,45.39772970126745,51.22167859703927
60.56502137313008,48.452017098504065,15.0,470.6796314715598,dog,127.4752421565653,60.56502137313008,48.452017098504065,15.0,37.46055574267403,55.895234447251184,39.961881160201585,55.98742819448316,48.98007644867653,51.04907187687395,55.203810443122656,57.93841406302972,42.839684399197495,49.77379794411556,38.02686722452806,56.460524593593995
55.630495580175285,44.50439646414023,15.0,866.6752952301179,dog,69.23007997368717,55.630495580175285,44.50439646414023,15.0,48.50306257081408,65.42598920686936,53.37545603981518,57.03545741898389,27.609643915552375,43.11921950825922,43.380522088736136,44.64215139522503,54.56078505440684,38.774450511405085,42.35404930644809,47.604340644601116
44.834291774583036,35.86743341966643,15.0,610.9900286159158,dog,98.20127529072583,44.834291774583036,35.86743341966643,15.0,60.01172091349922,55.77089380363073,46.64865898700554,52.422904384251986,36.357574969064736,45.88685834880663,52.923011644726515,60.66260971950773,62.67611746646063,41.31833858500818,49.02922008708364,54.896694159808625
32.210768562137154,25.768614849709724,15.0,576.4699408616415,dog,104.08174953635718,32.210768562137154,25.768614849709724,15.0,51.75546634002023,57.90353346649276,48.483856421604145,45.740703791709386,56.992270549223306,30.978435685186763,46.71252380397158,39.09454377041417,39.529695613067126,53.56169968163458,36.55190625350985,50.94621314926768
56.53344903710067,45.22675922968054,15.0,658.4300072611048,dog,91.12585899537625,56.53344903710067,45.22675922968054,15.0,50.62651511764904,53.40875967497317,54.30898749871836,51.27987121922426,34.83822544501422,43.57220433424099,44.71010987780025,47.93923494054064,47.046012155035825,55.23371128149634,55.92796134354413,47.93104477880425
46.91598683406466,37.53278946725173,15.0,523.503037652754,dog,114.61251546700431,46.91598683406466,37.53278946725173,15.0,48.794825507389454,51.831491280602165,53.969334024836755,40.064588121767905,42.39164736295234,40.164032046667906,42.97798625161032,61.77346673584593,50.83508085564797,54.942481435029514,36.5822420275207,76.36392293828615
34.31232511643069,27.449860093144554,15.0,728.80503415562,dog,82.32654439539498,34.31232511643069,27.449860093144554,15.0,51.58178133081,50.57618607931781,45.8111867923009,58.72425710616751,50.60112780510258,31.760625444076748,46.04767745183163,57.990128091501326,51.60207244699829,65.2351799261781,50.59861268132146,52.95495280874101
70.52038086499769,56.41630469199816,15.0,784.63357601543,dog,76.4688152968107,70.52038086499769,56.41630469199816,15.0,43.59573988605523,64.71576198910581,44.1148495719369,40.273143964749714,44.827853099811755,61.35757008575372,52.154813429020194,58.23927141740049,54.78546965022947,60.32012955034,49.50714541032683,44.6644926689966
54.29135543662446,43.43308434929957,15.0,949.3965893082338,dog,63.198036179715224,54.29135543662446,43.43308434929957,15.0,36.041423859779,57.24723921846486,42.416104665617404,51.064000717894935,50.26902552186022,76.14053885349702,48.40898009523067,41.44293694376626,68.42181664924804,39.214367941660306,40.26150024849686,63.42103256433798
38.436655894454034,30.74932471556323,15.0,1000.8366926693421,dog,59.949840408002395,38.436655894454034,30.74932471556323,15.0,50.920783236613524,62.94584183399648,42.059269479954274,32.68751967706851,52.71638026217823,31.966351701229648,56.62030117932888,47.0081515938291,53.56831021528458,39.82090620689946,44.842184996316846,58.567242897284096
58.17784534225555,46.54227627380445,15.0,667.055795289865,dog,89.9474982807508,58.17784534225555,46.54227627380445,15.0,55.520268722911574,53.9733024572895,59.72896880906318,40.71328065910065,71.87868204774844,50.15951483469819,51.60385456523062,62.005938638007656,61.484242547025886,29.08062469900129,54.30831438170112,43.71342203241666
29.105692048047786,23.28455363843823,15.0,637.059517576585,dog,94.18272287688885,29.105692048047786,23.28455363843823,15.0,50.80909117123361,59.58707255893515,49.36391874415333,55.29251837494238,52.74715325546302,53.17123345648938,50.92718023675908,46.11908067865492,48.928445511335966,34.214313671844764,49.19849793313363,40.08633619152886
60.02891046781884,48.02312837425507,15.0,1001.8515690682867,dog,59.88911117422263,60.02891046781884,48.02312837425507,15.0,44.982866717539,47.94725180326874,60.73079793717113,34.4504300722464,69.102640730122,45.05675483895968,68.01381459886335,45.7011589222944,47.30834251670482,45.806101360572214,53.181206295889496,52.124571035858196
59.61995874783643,47.69596699826914,15.0,548.2080184798741,dog,109.44750528526377,59.61995874783643,47.69596699826914,15.0,47.06506754009116,47.44893922173157,59.875042460575855,28.274831607217816,61.91929169050907,45.5820609553415,59.28721029356316,48.78995279940815,32.983782463627236,53.1276102979686,28.015277190210863,46.80036106672823
62.165076862469235,49.73206148997539,15.0,882.0917829937433,dog,68.02013254943287,62.165076862469235,49.73206148997539,15.0,53.11900413528169,31.585461363467424,64.68016313995302,40.332053095808526,34.371748991317844,61.282850999792,64.64980336894594,51.13292204588932,53.02624893472615,37.89383743560879,60.16861495033397,63.45550185887714
59.34701382571983,47.47761106057587,15.0,593.9764470352316,dog,101.01410636647873,59.34701382571983,47.47761106057587,15.0,57.69847974194371,71.64457194992413,58.21530494054187,53.9190627742252,40.09422348454798,68.29522807966056,51.058863590568464,38.42184742541872,47.61494503453184,54.24144600139778,51.405337794622504,50.22002614429334
46.03522039889234,36.82817631911387,15.0,603.4362219124621,dog,99.4305575655416,46.03522039889234,36.82817631911387,15.0,60.42188362818293,46.11301179412227,64.73889477244317,53.00019931645748,44.37481021671333,27.80728551503772,47.17927841954254,46.16738895971103,46.816649106203556,57.41905512623694,44.24224678528387,55.43053001730098
56.426255131390164,45.14100410511213,15.0,547.7277724903203,dog,109.5434685139329,56.426255131390164,45.14100410511213,15.0,60.959655660569425,57.890253910188044,38.45901151070019,46.43407161532826,53.08424566358654,52.08856121596238,63.69596181885929,43.44796256292262,50.91705870453488,52.855601372186236,65.20668986316986,41.41363782928562
47.526932459082374,38.0215459672659,15.0,615.4665885621909,dog,97.48701410448245,47.526932459082374,38.0215459672659,15.0,59.16267383263018,37.03170372592037,44.26704940571339,47.73963633321309,45.27406648256223,34.79376995485602,49.43452096063072,48.839431267594314,47.916540758371276,44.896817126636954,58.28374050463968,41.8853765910626
47.24989278922545,37.79991423138036,15.0,689.2267370760143,dog,87.05408071449011,47.24989278922545,37.79991423138036,15.0,28.01754242785021,49.23402705460522,52.063311642599125,47.349750629753856,60.9439317251643,53.43542615720737,36.69469271179958,46.48050654072446,43.853673270514115,36.007346366170715,33.81385138885649,38.949196142794925
26.318032621086083,21.054426096868866,15.0,870.2632557292602,dog,68.94465508568601,26.318032621086083,21.054426096868866,15.0,69.31873360504254,50.41280032772117,56.50638796471327,42.805186349661135,55.78728587036419,42.949388219506645,42.221670302035115,37.53743330048759,46.86661736188361,40.8860281786456,66.04653523242075,42.005929398766426
63.26668930090741,50.61335144072593,15.0,688.8481685449032,dog,87.10192280360087,63.26668930090741,50.61335144072593,15.0,52.566322901366206,64.16333177558647,61.025092657240215,51.6032384308545,28.995117297618176,61.918766881530026,32.34558493653967,39.30180566186864,37.26200423390368,50.07151083705222,37.20740717402512,55.92876551603923
67.9911310275609,54.39290482204872,15.0,542.1150954473646,dog,110.6776042649887,67.9911310275609,54.39290482204872,15.0,42.29134844254769,61.761976908163106,57.843865128041465,51.21281875395932,50.38224656940716,53.56227115510785,39.357186540791375,49.44393183831464,50.70503194877403,38.29049676092048,33.9218028804264,42.62396664114184
52.419010251892004,41.9352082015136,15.0,649.694843193986,dog,92.35104854000694,52.419010251892004,41.9352082015136,15.0,53.47423539511685,56.89440126936373,74.8861015343191,53.41295390173928,53.55281787530336,58.60040858958799,48.422271454986245,52.56076954494146,42.341924043270325,36.14522578919119,46.9343911174739,64.26756444674835
45.40927194901684,36.32741755921347,15.0,540.5046749745434,dog,111.00736548268684,45.40927194901684,36.32741755921347,15.0,62.31878266674275,53.7241359766429,48.3450740923771,47.816887052930724,67.11334159732465,40.439244429721555,55.797480089250655,40.895462615670766,54.50560676582207,47.378357363847364,55.456197188339935,47.99582504627272
31.734887536589493,25.387910029271595,15.0,609.6896116670359,dog,98.41073039762934,31.734887536589493,25.387910029271595,15.0,53.66727362221948,39.109338380008715,46.82112954477282,49.07125348937537,58.783722911438026,77.67949023183503,50.253084138386704,52.18165499216319,51.86401818414948,76.1259708818577,48.65764574947405,48.087825259756976
35.059356816537864,28.047485453230294,15.0,1129.0922679814764,dog,53.14003266293233,35.059356816537864,28.047485453230294,15.0,46.96395897000101,40.62493056580554,61.65593640370698,42.11663291633522,35.62747937222993,39.00016284579003,35.74012362679579,53.35479622036331,57.76163069858582,39.48157323470168,51.681278175667046,39.13176629233901
41.170051506827605,32.93604120546208,15.0,708.954771094611,dog,84.63163299876138,41.170051506827605,32.93604120546208,15.0,39.26315508846895,52.13474598553009,58.657101815261825,42.64813255451009,53.42625828419273,41.5430224508431,40.97097746413333,51.50731469526366,65.56184494643448,46.01951735562927,52.046957375412575,40.261562080877034
40.17686905386176,32.14149524308941,15.0,544.6672002423614,dog,110.15901081119206,40.17686905386176,32.14149524308941,15.0,37.4236807292355,36.91936348368167,50.61856942326259,45.74290050608234,46.98166311321517,51.479000671809374,53.0149246244544,66.07707583665442,55.293106833426585,48.99690896255003,44.439930601139984,68.364203309144
56.10381521902713,44.88305217522171,15.0,693.2324489524617,dog,86.55105526388088,56.10381521902713,44.88305217522171,15.0,49.93360843408467,51.82842209521189,51.47815303925735,39.584317077676616,51.80380391632181,44.71162799599598,38.84891611525565,64.89831080410264,36.015689225116866,53.70969939482444,50.694485784806844,38.73469169949478
73.2087632351264,58.56701058810112,15.0,511.5848591571257,dog,117.28259530365008,73.2087632351264,58.56701058810112,15.0,44.686949424814856,47.289519021951484,43.11856350604612,51.81896716752788,40.651563727328266,48.40622489955518,31.45157731803927,50.7814318245437,53.91290408229622,60.01533914284671,52.863568520793486,38.42439456445227
49.09302969165922,39.274423753327376,15.0,644.9809152351387,dog,93.02600834030258,49.09302969165922,39.274423753327376,15.0,40.20919375327472,38.69137866687407,53.51917460665504,68.8186478548958,47.35107286351483,59.52397062453187,35.27108300409731,49.46064633990385,30.354785939638166,56.93272536746813,40.337564362564265,54.09774511872046
58.63412894304182,46.907303154433464,15.0,630.0054797988579,dog,95.23726685545057,58.63412894304182,46.907303154433464,15.0,61.915983172428625,27.891654547106725,49.92551443306852,58.093505939615085,47.33356827146236,36.606336280812755,34.896484794315725,62.193059738894874,27.998788856481607,52.970111748419605,57.468080055317195,44.75473852036536
15.656687138508225,12.52534971080658,15.0,489.4668599076881,dog,122.58235421968263,15.656687138508225,12.52534971080658,15.0,47.23916917054494,57.59094149385083,52.85286098958196,53.70196138104581,51.69379674327473,41.63322446369431,41.746017545574425,45.889778986525855,43.68207548957682,51.988761314675436,58.91517980614368,55.452645671145085
33.34706311090909,26.677650488727274,15.0,592.2814334105168,dog,101.30319239369662,33.34706311090909,26.677650488727274,15.0,43.7591163428717,67.35601135412713,51.54621069855689,46.268401504543206,52.04643508378358,61.52872361434987,53.194979966009804,57.75394394051424,56.53556164989507,52.11585894187933,65.4868428047301,47.703250215629694
66.35089212164668,53.08071369731735,15.0,853.6173980464474,dog,70.28910157795923,66.35089212164668,53.08071369731735,15.0,48.64453431025934,58.818697676814935,43.83045357471937,59.27369956805217,52.890086791082254,42.1823094664664,56.410838794321755,52.51722648192133,62.374979555322724,58.07385384276766,59.68417454294965,55.01309315862033
23.296312098639874,18.6370496789119,15.0,767.8805347169754,dog,78.13715452770884,23.296312098639874,18.6370496789119,15.0,54.529080808077666,53.07445228563261,39.015578238897,69.19197435049094,51.203311388580985,52.67593056929334,48.63552759924826,62.937825851531656,58.41017945649871,49.88517823301057,52.64783637939047,45.419435431138524
51.515833121038355,41.212666496830686,15.0,808.5533996534197,dog,74.20660159949676,51.515833121038355,41.212666496830686,15.0,64.65545757976045,61.02435581415431,54.654174275771595,51.50838208932709,54.122195760251664,50.198259676094565,39.6804836395929,34.15119261008299,52.22314681025079,48.311379623870955,47.2584899824685,43.13730249605615
